date_pm25,time_pm25,PM25,PM10,AQI_PM25,AQI_PM10,AQI_US
2023-10-13,13:00:00,92.4,111.9,170.0526870389884,79.16262626262626,170.0526870389884
2023-10-13,14:00:00,105.1,125.9,176.61011591148576,86.0919191919192,176.61011591148576
2023-10-13,15:00:00,111.15,133.9,179.73393045310854,90.05151515151516,179.73393045310854
2023-10-13,16:00:00,65.5,79.05,156.16332982086408,62.903535353535354,156.16332982086408
2023-10-13,17:00:00,54.8,71.7,148.52261306532662,59.26565656565657,148.52261306532662
2023-10-13,18:00:00,60.3,75.8,153.47839831401475,61.29494949494949,153.47839831401475
2023-10-13,19:00:00,61.1,76.2,153.89146469968387,61.4929292929293,153.89146469968387
2023-10-13,20:00:00,50.75,67.59,138.5502512562814,57.23141414141414,138.5502512562814
2023-10-13,21:00:00,49.4,66.4,135.22613065326632,56.64242424242425,135.22613065326632
2023-10-13,22:00:00,50.35,67.59,137.56532663316585,57.23141414141414,137.56532663316585
2023-10-13,23:00:00,55.45,72.34,500.0,59.582424242424246,500.0
2023-10-14,00:00:00,56.9,73.55,151.72286617492097,60.18131313131313,151.72286617492097
2023-10-14,01:00:00,45.15,59.5,124.76130653266331,53.22727272727273,124.76130653266331
2023-10-14,02:00:00,44.2,57.2,122.42211055276383,52.08888888888889,122.42211055276383
2023-10-14,03:00:00,42.95,55.55,119.34422110552765,51.27222222222222,119.34422110552765
2023-10-14,04:00:00,38.7,49.7,108.87939698492463,46.01851851851852,108.87939698492463
2023-10-14,05:00:00,43.4,55.5,120.45226130653266,51.24747474747475,120.45226130653266
2023-10-14,06:00:00,45.1,58.4,124.63819095477388,52.68282828282828,124.63819095477388
2023-10-14,07:00:00,46.8,61.0,128.82412060301507,53.96969696969697,128.82412060301507
2023-10-14,08:00:00,46.7,61.5,128.5778894472362,54.217171717171716,128.5778894472362
2023-10-14,09:00:00,41.4,53.55,115.52763819095478,49.58333333333333,115.52763819095478
2023-10-14,10:00:00,45.5,59.2,125.62311557788945,53.07878787878788,125.62311557788945
2023-10-14,11:00:00,49.75,67.09,136.08793969849245,56.983939393939394,136.08793969849245
2023-10-14,12:00:00,59.4,77.95,153.013698630137,62.35909090909091,153.013698630137
2023-10-14,13:00:00,67.4,84.3,157.14436248682824,65.5020202020202,157.14436248682824
2023-10-14,14:00:00,72.05,87.2,159.54531085353003,66.93737373737375,159.54531085353003
2023-10-14,15:00:00,87.85,110.3,167.70337197049525,78.37070707070707,167.70337197049525
2023-10-14,16:00:00,94.2,117.55,170.98208640674395,81.95909090909092,170.98208640674395
2023-10-14,17:00:00,80.3,100.0,163.80505795574288,73.27272727272728,163.80505795574288
2023-10-14,18:00:00,93.9,116.8,170.82718651211803,81.5878787878788,170.82718651211803
2023-10-14,19:00:00,99.0,124.0,173.4604847207587,85.15151515151516,173.4604847207587
2023-10-14,20:00:00,88.05,110.35,167.80663856691254,78.39545454545454,167.80663856691254
2023-10-14,21:00:00,64.5,81.2,155.64699683877765,63.96767676767677,155.64699683877765
2023-10-14,22:00:00,98.2,123.4,173.04741833508956,84.85454545454546,173.04741833508956
2023-10-14,23:00:00,99.85,122.3,173.89936775553213,84.31010101010101,173.89936775553213
2023-10-15,00:00:00,92.3,111.15,170.00105374077975,78.79141414141415,170.00105374077975
2023-10-15,01:00:00,63.75,78.9,155.25974710221286,62.82929292929293,155.25974710221286
2023-10-15,02:00:00,43.5,55.75,120.69849246231156,51.371212121212125,120.69849246231156
2023-10-15,03:00:00,29.85,34.79,88.32832618025752,32.21296296296296,88.32832618025752
2023-10-15,04:00:00,45.169,38.0,124.8080904522613,35.18518518518518,124.8080904522613
2023-10-15,05:00:00,34.9,43.9,98.94849785407726,40.648148148148145,98.94849785407726
2023-10-15,06:00:00,35.45,44.2,500.0,40.92592592592593,500.0
2023-10-15,07:00:00,34.04,41.6,97.13991416309014,38.51851851851852,97.13991416309014
2023-10-15,08:00:00,32.79,39.9,94.51115879828326,36.94444444444444,94.51115879828326
2023-10-15,09:00:00,34.0,42.05,97.05579399141632,38.93518518518518,97.05579399141632
2023-10-15,10:00:00,37.85,48.7,106.78643216080403,45.092592592592595,106.78643216080403
2023-10-15,11:00:00,41.3,54.1,115.28140703517587,500.0,500.0
2023-10-15,12:00:00,44.6,58.95,123.4070351758794,52.95505050505051,123.4070351758794
2023-10-15,13:00:00,57.2,77.7,151.87776606954688,62.23535353535354,151.87776606954688
2023-10-15,14:00:00,70.3,88.95,158.64172813487883,67.80353535353535,158.64172813487883
2023-10-15,15:00:00,70.0,88.75,158.4868282402529,67.70454545454545,158.4868282402529
2023-10-15,16:00:00,65.4,82.1,156.11169652265542,64.41313131313132,156.11169652265542
2023-10-15,17:00:00,64.5,81.59,155.64699683877765,64.16070707070708,155.64699683877765
2023-10-15,18:00:00,70.34,87.9,158.66238145416227,67.28383838383839,158.66238145416227
2023-10-15,19:00:00,71.75,89.2,159.3904109589041,67.92727272727274,159.3904109589041
2023-10-15,20:00:00,66.55,82.7,156.7054794520548,64.71010101010101,156.7054794520548
2023-10-15,21:00:00,72.59,90.6,159.8241306638567,68.62020202020202,159.8241306638567
2023-10-15,22:00:00,84.1,104.8,165.76712328767124,75.64848484848486,165.76712328767124
2023-10-15,23:00:00,105.2,129.3,176.66174920969442,87.77474747474749,176.66174920969442
2023-10-16,00:00:00,66.95,83.4,156.91201264488936,65.05656565656565,156.91201264488936
2023-10-16,01:00:00,51.05,68.95,139.2889447236181,57.904545454545456,139.2889447236181
2023-10-16,02:00:00,49.2,66.2,134.73366834170855,56.54343434343434,134.73366834170855
2023-10-16,03:00:00,44.05,58.2,122.05276381909547,52.58383838383838,122.05276381909547
2023-10-16,04:00:00,25.25,45.165,78.65450643776825,41.81944444444444,78.65450643776825
2023-10-16,05:00:00,24.0,26.95,76.02575107296138,24.953703703703702,76.02575107296138
2023-10-16,06:00:00,45.016,36.75,124.4313567839196,34.02777777777778,124.4313567839196
2023-10-16,07:00:00,39.4,49.7,110.60301507537689,46.01851851851852,110.60301507537689
2023-10-16,08:00:00,42.7,54.8,118.72864321608041,500.0,500.0
2023-10-16,09:00:00,48.85,64.0,133.87185929648243,55.45454545454545,133.87185929648243
2023-10-16,10:00:00,54.2,71.09,147.04522613065328,58.963737373737374,147.04522613065328
2023-10-16,11:00:00,57.8,73.7,152.18756585879873,60.25555555555556,152.18756585879873
2023-10-16,12:00:00,73.3,89.15,160.19072708113805,67.90252525252525,160.19072708113805
2023-10-16,13:00:00,75.45,90.35,161.3008429926238,68.49646464646464,161.3008429926238
2023-10-16,14:00:00,88.35,105.65,167.96153846153845,76.06919191919192,167.96153846153845
2023-10-16,15:00:00,92.2,110.1,169.94942044257112,78.27171717171717,169.94942044257112
2023-10-16,16:00:00,99.6,120.2,173.77028451001053,83.27070707070708,173.77028451001053
2023-10-16,17:00:00,104.9,127.2,176.5068493150685,86.73535353535354,176.5068493150685
2023-10-16,18:00:00,107.5,129.85,177.84931506849315,88.0469696969697,177.84931506849315
2023-10-16,19:00:00,110.55,133.75,179.4241306638567,89.97727272727272,179.4241306638567
2023-10-16,20:00:00,111.7,134.0,180.01791359325605,90.1010101010101,180.01791359325605
2023-10-16,21:00:00,103.55,121.4,175.80979978925185,83.86464646464647,175.80979978925185
2023-10-16,22:00:00,90.9,108.25,169.27818756585881,77.35606060606061,169.27818756585881
2023-10-16,23:00:00,71.5,86.5,159.2613277133825,66.5909090909091,159.2613277133825
2023-10-17,00:00:00,53.85,71.25,146.18341708542715,59.042929292929294,146.18341708542715
2023-10-17,01:00:00,48.0,64.0,131.7788944723618,55.45454545454545,131.7788944723618
2023-10-17,02:00:00,43.75,56.75,121.3140703517588,51.86616161616162,121.3140703517588
2023-10-17,03:00:00,36.79,46.45,104.17638190954774,43.00925925925926,104.17638190954774
2023-10-17,04:00:00,37.54,47.7,106.02311557788944,44.16666666666667,106.02311557788944
2023-10-17,05:00:00,37.6,47.15,106.17085427135679,43.657407407407405,106.17085427135679
2023-10-17,06:00:00,37.75,47.6,106.54020100502512,44.074074074074076,106.54020100502512
2023-10-17,07:00:00,37.79,47.7,106.63869346733668,44.16666666666667,106.63869346733668
